Life Satisfaction,wea,web,wec,wed,wee,wef,weg,weh,wei,wej,income,OldChild,SmallChild,job,gender,employ,children_,state,confirmed_x,deaths_x,school_closing_x,workplace_closing_x,cancel_events_x,gatherings_restrictions_x,transport_closing_x,stay_home_restrictions_x,internal_movement_restrictions_x,testing_policy_x,contact_tracing_x,demo_age,demo_marital_status_2017,No. Children
8,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,1,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,41249,1092,3,2,1,3,1,1,1,2,1,52,Married,0
7,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Low-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,166711,14232,3,2,1,3,1,1,1,3,1,28,Married,0
6,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Low-Income,,,Health Care,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,NY,381714,24495,3,2,2,4,1,1,1,3,2,61,Married,0
7,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,381714,24495,3,2,2,4,1,1,1,3,2,52,Married,0
8,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Middle-Income,0,1,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,381714,24495,3,2,2,4,1,1,1,3,2,35,Married,5
2,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Middle-Income,,,Transportation,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,NY,381714,24495,3,2,2,4,1,1,1,3,2,58,Married,0
5,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,High-Income,1,,Hospitality,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,381714,24495,3,2,2,4,1,1,1,3,2,57,Married,1
4,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Middle-Income,,1,Warehousing/Logistics,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,381714,24495,3,2,2,4,1,1,1,3,2,68,Married,4
6,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Low-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,381714,24495,3,2,2,4,1,1,1,3,2,32,Single/Never been married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,Warehousing/Logistics,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,381714,24495,3,2,2,4,1,1,1,3,2,37,Domestic partnership/Living with partner (not legally married),2
9,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,OH,40424,2508,3,2,2,4,0,1,1,3,2,64,Married,0
7,Yes,Yes,No,No,No,Yes,No,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,40424,2508,3,2,2,4,0,1,1,3,2,37,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,40424,2508,3,2,2,4,0,1,1,3,2,60,Married,0
9,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,1,1,Community/Social Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OH,40424,2508,3,2,2,4,0,1,1,3,2,43,Married,2
7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OK,7848,359,3,1,1,3,0,1,1,3,1,28,Married,0
3,Yes,Yes,No,Yes,No,Yes,No,No,No,No,High-Income,1,,K-12 Education,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,OR,5377,173,3,2,2,3,0,1,1,1,1,53,Married,1
7,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OR,5377,173,3,2,2,3,0,1,1,1,1,45,Married,0
3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Middle-Income,1,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OR,5377,173,3,2,2,3,0,1,1,1,1,53,Married,7
6,No,No,No,Yes,No,No,Yes,Yes,No,Yes,High-Income,1,0,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OR,5377,173,3,2,2,3,0,1,1,1,1,43,Married,1
6,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,1,1,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,PA,77999,6162,3,2,2,3,1,1,1,2,1,50,Married,2
9,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,RI,16023,833,3,2,2,3,0,1,2,3,1,48,Married,2
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,29126,468,3,2,2,3,1,1,1,3,1,35,Domestic partnership/Living with partner (not legally married),0
10 - Best possible,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Middle-Income,,1,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TN,29126,468,3,2,2,3,1,1,1,3,1,31,Married,1
8,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,83680,1939,3,1,2,0,0,1,1,2,1,53,Married,3
9,Yes,No,No,No,No,No,No,No,No,No,Middle-Income,,1,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,83680,1939,3,1,2,0,0,1,1,2,1,34,Married,3
7,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Middle-Income,,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,83680,1939,3,1,2,0,0,1,1,2,1,35,Single/Never been married,3
8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,High-Income,1,1,Professional Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,UT,13577,139,3,1,2,3,0,1,1,2,2,50,Married,3
8,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,53211,1534,3,2,2,3,0,1,2,3,1,38,Domestic partnership/Living with partner (not legally married),0
6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Middle-Income,0,1,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VT,1118,55,3,2,2,3,0,1,2,3,2,37,Domestic partnership/Living with partner (not legally married),2
7,Yes,Yes,No,No,No,Yes,No,No,No,Yes,High-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,26452,1194,3,2,2,4,1,1,1,2,1,67,Married,0
6,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,1,,Manufacturing,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WI,24795,689,3,1,1,4,1,1,1,3,2,46,Married,1
4,No,No,No,No,No,No,No,Yes,No,No,Low-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WV,2233,86,3,2,2,3,0,1,1,1,2,51,Divorced,0
5,No,No,No,Yes,No,Yes,No,No,No,No,Low-Income,,1,Transportation,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,WV,2233,86,3,2,2,3,0,1,1,1,2,46,Married,2
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WY,1027,18,3,1,1,3,2,1,1,2,1,49,Married,1
7,Yes,Yes,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AL,24601,773,3,2,1,0,1,1,1,3,2,40,Divorced,2
7,Yes,Yes,No,No,No,Yes,No,No,No,No,Low-Income,,,Training or Library,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,AR,11547,176,3,2,1,3,1,1,2,3,1,61,Single/Never been married,0
8,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,34458,1183,3,1,2,0,0,1,1,2,2,62,Married,0
8,No,Yes,Yes,Yes,No,No,No,No,No,Yes,High-Income,0,1,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AZ,34458,1183,3,1,2,0,0,1,1,2,2,37,Married,3
10 - Best possible,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,0,1,Retail,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,AZ,34458,1183,3,1,2,0,0,1,1,2,2,37,Single/Never been married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Professional Services,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,AZ,34458,1183,3,1,2,0,0,1,1,2,2,62,Married,0
5,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Low-Income,,,College or University,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,CA,145643,4989,3,2,2,4,0,1,1,2,2,65,Divorced,0
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,1,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,145643,4989,3,2,2,4,0,1,1,2,2,45,Married,3
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,CA,145643,4989,3,2,2,4,0,1,1,2,2,73,Divorced,0
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,145643,4989,3,2,2,4,0,1,1,2,2,70,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,CO,29017,1598,3,2,2,4,1,1,1,2,1,65,Single/Never been married,0
5,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Middle-Income,,,Training or Library,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,FL,71149,3016,3,2,2,4,1,1,2,1,1,60,Single/Never been married,0
5,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Low-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,FL,71149,3016,3,2,2,4,1,1,2,1,1,61,Single/Never been married,0
7,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Low-Income,,,Hospitality,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,FL,71149,3016,3,2,2,4,1,1,2,1,1,46,Married,0
8,Yes,No,No,Yes,No,No,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,GA,56801,2446,3,2,2,3,1,2,1,3,2,56,Married,0
7,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,High-Income,,1,Warehousing/Logistics,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,GA,56801,2446,3,2,2,3,1,2,1,3,2,52,Married,0
5,No,Yes,Yes,Yes,No,No,No,Yes,No,No,High-Income,,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,IA,23717,650,3,1,1,0,1,1,1,2,2,37,Married,2
7,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,High-Income,0,1,Manufacturing,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,IL,132732,6470,3,1,2,4,0,2,2,2,1,43,Married,2
6,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Middle-Income,,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,65836,6013,3,1,1,1,1,1,1,3,1,34,Married,2
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,65836,6013,3,1,1,1,1,1,1,3,1,47,Married,1
6,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MI,65836,6013,3,1,1,1,1,1,1,3,1,56,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,Yes,Middle-Income,1,,Training or Library,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MN,30465,1314,3,1,2,3,0,1,1,2,1,45,Married,2
4,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Middle-Income,,,Law,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MO,15810,879,3,2,2,4,0,1,1,2,1,60,Single/Never been married,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,42676,1104,3,2,1,3,1,1,1,2,1,60,Married,0
6,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Low-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,42676,1104,3,2,1,3,1,1,1,2,1,62,Divorced,0
7,No,No,No,Yes,No,No,Yes,Yes,No,No,High-Income,0,1,Finance,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NC,42676,1104,3,2,1,3,1,1,1,2,1,42,Married,1
10 - Best possible,Yes,Yes,No,No,No,Yes,No,No,No,No,Middle-Income,,,Warehousing/Logistics,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NV,10946,478,3,1,2,3,0,1,1,2,2,67,Married,0
6,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Middle-Income,0,1,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,382630,24527,3,2,2,4,1,1,1,3,2,38,Divorced,1
6,Yes,No,No,No,No,Yes,No,Yes,No,No,Middle-Income,,,Warehousing/Logistics,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,382630,24527,3,2,2,4,1,1,1,3,2,51,Divorced,1
7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,382630,24527,3,2,2,4,1,1,1,3,2,29,Single/Never been married,0
6,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,382630,24527,3,2,2,4,1,1,1,3,2,50,Single/Never been married,0
5,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,382630,24527,3,2,2,4,1,1,1,3,2,55,Single/Never been married,0
6,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,High-Income,0,1,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,382630,24527,3,2,2,4,1,1,1,3,2,42,Married,1
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,OH,40848,2554,3,2,2,4,0,1,1,3,2,77,Married,3
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,40848,2554,3,2,2,4,0,1,1,3,2,66,Married,0
7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,78462,6211,3,2,2,3,1,1,1,2,1,66,Married,0
8,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Low-Income,,,Manufacturing,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,PA,78462,6211,3,2,2,3,1,1,1,2,1,66,Domestic partnership/Living with partner (not legally married),0
5,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,Law,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,SC,17955,599,3,1,1,0,0,1,1,2,2,60,Divorced,0
10 - Best possible,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,29541,472,3,2,2,3,1,1,1,3,1,61,Married,0
4,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,1,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,29541,472,3,2,2,3,1,1,1,3,1,51,Married,2
7,Yes,No,No,No,No,Yes,No,Yes,No,No,High-Income,,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,86011,1957,3,1,2,0,0,1,1,2,1,63,Married,1
7,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,High-Income,1,0,Arts/Design/Entertainment/Sports/Media,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,VA,53869,1541,3,2,2,3,0,1,2,3,1,24,Single/Never been married,0
8,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Middle-Income,1,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,26852,1204,3,2,2,4,1,1,1,2,1,59,Divorced,0
6,Yes,No,No,Yes,No,No,No,No,No,No,Middle-Income,,,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,AK,665,12,3,1,1,2,0,1,1,2,2,55,Married,0
7,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,High-Income,1,,Finance,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AL,25615,773,3,2,1,0,1,1,1,3,2,52,Married,1
8,Yes,No,No,No,No,Yes,Yes,No,No,No,High-Income,,,Law,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AL,25615,773,3,2,1,0,1,1,1,3,2,71,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,0,Arts/Design/Entertainment/Sports/Media,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AL,25615,773,3,2,1,0,1,1,1,3,2,45,Married,1
7,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Low-Income,0,1,Community/Social Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AL,25615,773,3,2,1,0,1,1,1,3,2,34,Domestic partnership/Living with partner (not legally married),1
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Hospitality,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,AL,25615,773,3,2,1,0,1,1,1,3,2,67,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AL,25615,773,3,2,1,0,1,1,1,3,2,52,Married,3
7,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Middle-Income,1,1,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AL,25615,773,3,2,1,0,1,1,1,3,2,51,Married,0
8,No,No,No,No,No,No,No,No,No,No,High-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AR,12501,179,3,2,1,3,1,1,2,3,1,55,Divorced,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,64,Married,0
6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,High-Income,,1,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AZ,35691,1186,3,1,2,0,0,1,1,2,2,39,Married,2
8,Yes,No,No,No,Yes,Yes,No,No,No,No,Middle-Income,1,0,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,51,Married,1
5,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Low-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,62,Domestic partnership/Living with partner (not legally married),0
7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Middle-Income,,,Utilities,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,,35691,1186,3,1,2,0,0,1,1,2,2,60,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AZ,35691,1186,3,1,2,0,0,1,1,2,2,52,Married,3
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AZ,35691,1186,3,1,2,0,0,1,1,2,2,38,Married,1
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Professional Services,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,61,Married,0
5,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,1,1,Other; please specify,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,AZ,35691,1186,3,1,2,0,0,1,1,2,2,56,Divorced,2
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,62,Divorced,0
7,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,1,,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,50,Domestic partnership/Living with partner (not legally married),0
7,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AZ,35691,1186,3,1,2,0,0,1,1,2,2,60,Married,1
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,"Mining, Quarrying, Oil, and Gas Extraction",Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,35691,1186,3,1,2,0,0,1,1,2,2,50,Married,0
6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,66,Separated,0
7,Yes,Yes,No,No,No,Yes,No,No,No,Yes,High-Income,,,Law,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,68,Married,0
7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,High-Income,0,1,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,45,Married,3
7,Yes,No,No,Yes,Yes,Yes,No,No,No,No,High-Income,,,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,69,Married,0
7,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Middle-Income,1,0,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,59,Single/Never been married,1
9,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,64,Divorced,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,56,Single/Never been married,0
4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,74,Married,0
5,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,51,Single/Never been married,0
8,Yes,No,No,No,No,Yes,No,No,No,Yes,High-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,55,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,66,Single/Never been married,0
9,Yes,Yes,No,No,No,Yes,No,No,No,No,Middle-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Female,Employed part-time (i.e. worked less than 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,67,Divorced,0
7,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,High-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,55,Domestic partnership/Living with partner (not legally married),0
8,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,0,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,38,Married,2
7,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,,1,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,36,Married,1
7,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Middle-Income,,,Law,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,30,Married,0
5,No,No,No,No,No,No,Yes,No,No,No,Middle-Income,,,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,60,Married,0
5,No,Yes,No,Yes,Yes,No,No,No,No,No,Low-Income,1,,K-12 Education,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,49,Divorced,2
7,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,High-Income,1,1,K-12 Education,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,48,Married,2
8,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Middle-Income,,1,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,42,Married,4
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,38,Single/Never been married,0
8,Yes,No,No,No,No,No,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,148855,5063,3,2,2,4,0,1,1,2,2,32,Single/Never been married,0
6,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Middle-Income,1,1,College or University,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CA,148855,5063,3,2,2,4,0,1,1,2,2,49,Married,2
